file	order	id	clause	nodes
Electronic Shopping	narodyska	154	562	850
Electronic Shopping	narodyska	155	564	852
Electronic Shopping	narodyska	156	557	854
Electronic Shopping	narodyska	157	556	861
Electronic Shopping	narodyska	158	576	863
Electronic Shopping	narodyska	159	575	865
Electronic Shopping	narodyska	160	574	867
Electronic Shopping	narodyska	161	573	869
Electronic Shopping	narodyska	162	572	871
Electronic Shopping	narodyska	163	578	873
Electronic Shopping	narodyska	164	571	875
Electronic Shopping	narodyska	165	570	880
Electronic Shopping	narodyska	166	569	882
Electronic Shopping	narodyska	167	568	892
Electronic Shopping	narodyska	168	582	894
Electronic Shopping	narodyska	169	584	896
Electronic Shopping	narodyska	170	586	898
Electronic Shopping	narodyska	171	588	900
Electronic Shopping	narodyska	172	590	902
Electronic Shopping	narodyska	173	581	903
Electronic Shopping	narodyska	174	580	909
Electronic Shopping	narodyska	175	602	911
Electronic Shopping	narodyska	176	606	913
Electronic Shopping	narodyska	177	610	915
Electronic Shopping	narodyska	178	612	917
Electronic Shopping	narodyska	179	609	919
Electronic Shopping	narodyska	180	608	923
Electronic Shopping	narodyska	181	618	925
Electronic Shopping	narodyska	182	620	927
Electronic Shopping	narodyska	183	622	929
Electronic Shopping	narodyska	184	617	932
Electronic Shopping	narodyska	185	616	933
Electronic Shopping	narodyska	186	615	934
Electronic Shopping	narodyska	187	614	938
Electronic Shopping	narodyska	188	605	939
Electronic Shopping	narodyska	189	604	954
Electronic Shopping	narodyska	190	601	956
Electronic Shopping	narodyska	191	600	966
Electronic Shopping	narodyska	192	599	968
Electronic Shopping	narodyska	193	598	990
Electronic Shopping	narodyska	194	628	992
Electronic Shopping	narodyska	195	630	994
Electronic Shopping	narodyska	196	627	996
Electronic Shopping	narodyska	197	626	997
Electronic Shopping	narodyska	198	625	998
Electronic Shopping	narodyska	199	624	1003
Electronic Shopping	narodyska	200	597	1004
Electronic Shopping	narodyska	201	596	1036
Electronic Shopping	narodyska	202	636	1038
Electronic Shopping	narodyska	203	638	1040
Electronic Shopping	narodyska	204	640	1042
Electronic Shopping	narodyska	205	635	1045
Electronic Shopping	narodyska	206	634	1046
Electronic Shopping	narodyska	207	633	1048
Electronic Shopping	narodyska	208	632	1052
Electronic Shopping	narodyska	209	595	1054
Electronic Shopping	narodyska	210	594	1105
Electronic Shopping	narodyska	211	593	1106
Electronic Shopping	narodyska	212	592	1174
Electronic Shopping	narodyska	213	648	1176
Electronic Shopping	narodyska	214	650	1178
Electronic Shopping	narodyska	215	652	1180
Electronic Shopping	narodyska	216	654	1182
Electronic Shopping	narodyska	217	656	1184
Electronic Shopping	narodyska	218	658	1186
Electronic Shopping	narodyska	219	660	1188
Electronic Shopping	narodyska	220	662	1190
Electronic Shopping	narodyska	221	664	1192
Electronic Shopping	narodyska	222	647	1201
Electronic Shopping	narodyska	223	646	1202
Electronic Shopping	narodyska	224	645	1204
Electronic Shopping	narodyska	225	644	1223
Electronic Shopping	narodyska	226	666	1225
Electronic Shopping	narodyska	227	672	1227
Electronic Shopping	narodyska	228	674	1229
Electronic Shopping	narodyska	229	676	1231
Electronic Shopping	narodyska	230	678	1233
Electronic Shopping	narodyska	231	680	1235
Electronic Shopping	narodyska	232	682	1237
Electronic Shopping	narodyska	233	684	1239
Electronic Shopping	narodyska	234	671	1246
Electronic Shopping	narodyska	235	670	1247
Electronic Shopping	narodyska	236	669	1248
Electronic Shopping	narodyska	237	668	1256
Electronic Shopping	narodyska	238	643	1257
Electronic Shopping	narodyska	239	642	1302
Electronic Shopping	narodyska	240	567	1303
Electronic Shopping	narodyska	241	566	1464
Electronic Shopping	narodyska	242	690	1466
Electronic Shopping	narodyska	243	692	1468
Electronic Shopping	narodyska	244	694	1470
Electronic Shopping	narodyska	245	696	1472
Electronic Shopping	narodyska	246	689	1476
Electronic Shopping	narodyska	247	688	1477
Electronic Shopping	narodyska	248	687	1478
Electronic Shopping	narodyska	249	686	1487
Electronic Shopping	narodyska	250	702	1489
Electronic Shopping	narodyska	251	704	1491
Electronic Shopping	narodyska	252	701	1492
Electronic Shopping	narodyska	253	700	1495
Electronic Shopping	narodyska	254	699	1496
Electronic Shopping	narodyska	255	698	1499
Electronic Shopping	narodyska	256	555	1500
Electronic Shopping	narodyska	257	554	1691
Electronic Shopping	narodyska	258	712	1693
Electronic Shopping	narodyska	259	711	1695
Electronic Shopping	narodyska	260	710	1697
Electronic Shopping	narodyska	261	714	1699
Electronic Shopping	narodyska	262	722	1701
Electronic Shopping	narodyska	263	724	1703
Electronic Shopping	narodyska	264	726	1705
Electronic Shopping	narodyska	265	721	1708
Electronic Shopping	narodyska	266	720	1709
Electronic Shopping	narodyska	267	719	1711
Electronic Shopping	narodyska	268	718	1718
Electronic Shopping	narodyska	269	728	1720
Electronic Shopping	narodyska	270	717	1721
Electronic Shopping	narodyska	271	716	1730
Electronic Shopping	narodyska	272	734	1732
Electronic Shopping	narodyska	273	736	1734
Electronic Shopping	narodyska	274	733	1736
Electronic Shopping	narodyska	275	732	1737
Electronic Shopping	narodyska	276	731	1739
Electronic Shopping	narodyska	277	730	1741
Electronic Shopping	narodyska	278	709	1745
Electronic Shopping	narodyska	279	708	1773
Electronic Shopping	narodyska	280	707	1774
Electronic Shopping	narodyska	281	706	1802
Electronic Shopping	narodyska	282	744	1804
Electronic Shopping	narodyska	283	746	1806
Electronic Shopping	narodyska	284	748	1808
Electronic Shopping	narodyska	285	743	1811
Electronic Shopping	narodyska	286	742	1812
Electronic Shopping	narodyska	287	741	1814
Electronic Shopping	narodyska	288	740	1821
Electronic Shopping	narodyska	289	739	1822
Electronic Shopping	narodyska	290	738	1827
Electronic Shopping	narodyska	291	333	1828
Electronic Shopping	narodyska	292	332	34422
Electronic Shopping	narodyska	293	760	34424
Electronic Shopping	narodyska	294	770	34426
Electronic Shopping	narodyska	295	776	34428
Electronic Shopping	narodyska	296	778	34430
Electronic Shopping	narodyska	297	780	34432
Electronic Shopping	narodyska	298	782	34434
Electronic Shopping	narodyska	299	775	34438
Electronic Shopping	narodyska	300	774	34439
Electronic Shopping	narodyska	301	773	34441
Electronic Shopping	narodyska	302	772	34446
Electronic Shopping	narodyska	303	769	34447
Electronic Shopping	narodyska	304	768	34460
Electronic Shopping	narodyska	305	767	34462
Electronic Shopping	narodyska	306	766	34474
Electronic Shopping	narodyska	307	788	34476
Electronic Shopping	narodyska	308	790	34478
Electronic Shopping	narodyska	309	792	34480
Electronic Shopping	narodyska	310	794	34482
Electronic Shopping	narodyska	311	796	34484
Electronic Shopping	narodyska	312	787	34489
Electronic Shopping	narodyska	313	786	34490
Electronic Shopping	narodyska	314	785	34492
Electronic Shopping	narodyska	315	784	34494
Electronic Shopping	narodyska	316	765	34496
Electronic Shopping	narodyska	317	764	34531
Electronic Shopping	narodyska	318	763	34533
Electronic Shopping	narodyska	319	762	34577
Electronic Shopping	narodyska	320	759	34578
Electronic Shopping	narodyska	321	758	34626
Electronic Shopping	narodyska	322	800	34628
Electronic Shopping	narodyska	323	802	34630
Electronic Shopping	narodyska	324	799	34632
Electronic Shopping	narodyska	325	798	34636
Electronic Shopping	narodyska	326	806	34638
Electronic Shopping	narodyska	327	808	34640
Electronic Shopping	narodyska	328	805	34641
Electronic Shopping	narodyska	329	804	34643
Electronic Shopping	narodyska	330	757	34646
Electronic Shopping	narodyska	331	756	34714
Electronic Shopping	narodyska	332	755	34716
Electronic Shopping	narodyska	333	754	34802
Electronic Shopping	narodyska	334	753	34803
Electronic Shopping	narodyska	335	752	34891
Electronic Shopping	narodyska	336	816	34893
Electronic Shopping	narodyska	337	818	34895
Electronic Shopping	narodyska	338	820	34897
Electronic Shopping	narodyska	339	822	34899
Electronic Shopping	narodyska	340	824	34901
Electronic Shopping	narodyska	341	826	34903
Electronic Shopping	narodyska	342	828	34905
Electronic Shopping	narodyska	343	830	34907
Electronic Shopping	narodyska	344	832	34909
Electronic Shopping	narodyska	345	815	34918
Electronic Shopping	narodyska	346	814	34919
Electronic Shopping	narodyska	347	813	34921
Electronic Shopping	narodyska	348	812	34940
Electronic Shopping	narodyska	349	844	34942
Electronic Shopping	narodyska	350	846	34944
Electronic Shopping	narodyska	351	843	34946
Electronic Shopping	narodyska	352	842	34947
Electronic Shopping	narodyska	353	841	34949
Electronic Shopping	narodyska	354	840	34954
Electronic Shopping	narodyska	355	852	34956
Electronic Shopping	narodyska	356	856	34958
Electronic Shopping	narodyska	357	855	34960
Electronic Shopping	narodyska	358	854	34962
Electronic Shopping	narodyska	359	851	34964
Electronic Shopping	narodyska	360	850	34968
Electronic Shopping	narodyska	361	849	34969
Electronic Shopping	narodyska	362	848	34978
Electronic Shopping	narodyska	363	858	34980
Electronic Shopping	narodyska	364	860	34982
Electronic Shopping	narodyska	365	839	34984
Electronic Shopping	narodyska	366	838	35002
Electronic Shopping	narodyska	367	866	35004
Electronic Shopping	narodyska	368	868	35006
Electronic Shopping	narodyska	369	870	35008
Electronic Shopping	narodyska	370	865	35010
Electronic Shopping	narodyska	371	864	35016
Electronic Shopping	narodyska	372	876	35018
Electronic Shopping	narodyska	373	878	35020
Electronic Shopping	narodyska	374	880	35022
Electronic Shopping	narodyska	375	875	35025
Electronic Shopping	narodyska	376	874	35026
Electronic Shopping	narodyska	377	873	35027
Electronic Shopping	narodyska	378	872	35034
Electronic Shopping	narodyska	379	884	35036
Electronic Shopping	narodyska	380	886	35038
Electronic Shopping	narodyska	381	883	35039
Electronic Shopping	narodyska	382	882	35042
Electronic Shopping	narodyska	383	892	35044
Electronic Shopping	narodyska	384	894	35046
Electronic Shopping	narodyska	385	891	35048
Electronic Shopping	narodyska	386	890	35049
Electronic Shopping	narodyska	387	889	35050
Electronic Shopping	narodyska	388	888	35055
Electronic Shopping	narodyska	389	896	35057
Electronic Shopping	narodyska	390	898	35059
Electronic Shopping	narodyska	391	863	35060
Electronic Shopping	narodyska	392	862	35088
Electronic Shopping	narodyska	393	904	35090
Electronic Shopping	narodyska	394	908	35092
Electronic Shopping	narodyska	395	907	35094
Electronic Shopping	narodyska	396	906	35096
Electronic Shopping	narodyska	397	912	35098
Electronic Shopping	narodyska	398	911	35100
Electronic Shopping	narodyska	399	910	35102
Electronic Shopping	narodyska	400	903	35105
Electronic Shopping	narodyska	401	902	35116
Electronic Shopping	narodyska	402	901	35117
Electronic Shopping	narodyska	403	900	35126
Electronic Shopping	narodyska	404	837	35129
Electronic Shopping	narodyska	405	836	35255
Electronic Shopping	narodyska	406	835	35256
Electronic Shopping	narodyska	407	834	35388
Electronic Shopping	narodyska	408	918	35390
Electronic Shopping	narodyska	409	920	35392
Electronic Shopping	narodyska	410	924	35394
Electronic Shopping	narodyska	411	926	35396
Electronic Shopping	narodyska	412	923	35398
Electronic Shopping	narodyska	413	922	35402
Electronic Shopping	narodyska	414	917	35405
Electronic Shopping	narodyska	415	916	35410
Electronic Shopping	narodyska	416	915	35411
Electronic Shopping	narodyska	417	914	35423
Electronic Shopping	narodyska	418	928	35425
Electronic Shopping	narodyska	419	811	35427
Electronic Shopping	narodyska	420	810	35632
Electronic Shopping	narodyska	421	932	35634
Electronic Shopping	narodyska	422	934	35636
Electronic Shopping	narodyska	423	931	35637
Electronic Shopping	narodyska	424	930	35641
Electronic Shopping	narodyska	425	938	35643
Electronic Shopping	narodyska	426	937	35644
Electronic Shopping	narodyska	427	936	35645
Electronic Shopping	narodyska	428	944	35647
Electronic Shopping	narodyska	429	948	35649
Electronic Shopping	narodyska	430	947	35651
Electronic Shopping	narodyska	431	946	35653
Electronic Shopping	narodyska	432	943	35655
Electronic Shopping	narodyska	433	942	35662
Electronic Shopping	narodyska	434	941	35663
Electronic Shopping	narodyska	435	940	35670
Electronic Shopping	narodyska	436	952	35672
Electronic Shopping	narodyska	437	954	35674
Electronic Shopping	narodyska	438	956	35676
Electronic Shopping	narodyska	439	951	35677
Electronic Shopping	narodyska	440	950	35683
Electronic Shopping	narodyska	441	962	35685
Electronic Shopping	narodyska	442	964	35687
Electronic Shopping	narodyska	443	966	35689
Electronic Shopping	narodyska	444	968	35691
Electronic Shopping	narodyska	445	961	35695
Electronic Shopping	narodyska	446	960	35696
Electronic Shopping	narodyska	447	959	35697
Electronic Shopping	narodyska	448	958	35702
Electronic Shopping	narodyska	449	974	35704
Electronic Shopping	narodyska	450	976	35706
Electronic Shopping	narodyska	451	978	35708
Electronic Shopping	narodyska	452	980	35710
Electronic Shopping	narodyska	453	973	35712
Electronic Shopping	narodyska	454	972	35720
Electronic Shopping	narodyska	455	984	35722
Electronic Shopping	narodyska	456	986	35724
Electronic Shopping	narodyska	457	988	35726
Electronic Shopping	narodyska	458	983	35727
Electronic Shopping	narodyska	459	982	35734
Electronic Shopping	narodyska	460	971	35735
Electronic Shopping	narodyska	461	970	35753
Electronic Shopping	narodyska	462	751	35754
Electronic Shopping	narodyska	463	750	37417
Electronic Shopping	narodyska	464	331	37418
Electronic Shopping	narodyska	465	330	703546
Electronic Shopping	narodyska	466	992	703547
Electronic Shopping	narodyska	467	993	703548
Electronic Shopping	narodyska	468	994	703549
Electronic Shopping	narodyska	469	995	703550
Electronic Shopping	narodyska	470	996	703552
Electronic Shopping	narodyska	471	997	703553
Electronic Shopping	narodyska	472	998	703554
Electronic Shopping	narodyska	473	999	703556
Electronic Shopping	narodyska	474	1000	703558
Electronic Shopping	narodyska	475	1001	703559
Electronic Shopping	narodyska	476	1002	703560
Electronic Shopping	narodyska	477	1003	703561
Electronic Shopping	narodyska	478	1004	703562
Electronic Shopping	narodyska	479	1005	703563
Electronic Shopping	narodyska	480	1006	703565
Electronic Shopping	narodyska	481	1007	703566
Electronic Shopping	narodyska	482	1008	703567
Electronic Shopping	narodyska	483	1009	703568
Electronic Shopping	narodyska	484	1010	703569
Electronic Shopping	narodyska	485	1011	703570
Electronic Shopping	narodyska	486	1012	703571
Electronic Shopping	narodyska	487	991	704261
Electronic Shopping	narodyska	488	990	1830929
