266	285	1
255	254	1
255	257	1
255	258	1
257	258	1
259	254	1
259	261	1
259	262	1
261	262	1
263	262	1
264	254	1
265	254	1
267	266	1
268	267	1
269	267	1
270	267	1
271	266	1
271	273	1
271	274	1
271	275	1
273	274	1
273	275	1
274	275	1
276	266	1
277	276	1
278	276	1
279	266	1
279	281	1
279	282	1
281	282	1
283	266	1
284	266	1
285	287	1
285	288	1
285	290	1
287	288	1
287	290	1
288	290	1
289	288	1
291	290	1
292	240	1
292	294	1
292	295	1
292	296	1
294	295	1
294	296	1
295	296	1
297	296	1
298	296	1
299	240	1
300	210	1
301	300	1
302	300	1
303	210	1
304	303	1
305	210	1
306	305	1
307	306	1
308	306	1
309	308	1
310	210	1
311	310	1
312	310	1
313	310	1
314	210	1
314	316	1
314	317	1
314	318	1
314	319	1
316	317	1
316	318	1
316	319	1
317	318	1
317	319	1
318	319	1
320	210	1
321	320	1
322	321	1
323	321	1
324	321	1
325	321	1
326	320	1
327	326	1
328	326	1
329	326	1
14	104	1
51	75	1
52	75	1
51	234	1
46	204	1
122	44	1
243	38	1
53	237	1
52	214	1
248	103	1
121	18	1
121	15	1
125	216	1
249	207	1
249	208	1
9	266	1
77	303	1
52	76	1
91	79	1
107	14	1
105	14	1
